variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera,ret_retraso,ret_colas,ret_spill,val_999,val_1999,val,algoritmo,recompensa_tipo
vecinos,2042,1,2043,1.00e-03,17.4,3514,79.96,204.01,47.29,100,-61470.1,-25.634,-73.749,1992,1309,681,8.166,2656,491.1,172.9,119,0.0,0,0,28,37,412.95,333.53,382.98,13.271,0.019,0,0.0,-0.0074,20.3259,0.6786,0.0101,0.1097,,,-734543.96,-309199.97,-737557.96,,,,ippo,retraso
vecinos,2042,2,2044,9.95e-04,17.1,3586,84.86,194.42,51.19,124,-67918.2,-28.323,-70.974,2042,1437,600,7.245,2685,483.5,170.6,83,0.0022,8,2,35,38,383.41,302.54,344.54,11.25,0.008,0,0.0,-0.0078,5.2233,0.6549,0.0064,0.081,,,-724640.69,-341612.08,-730040.69,,,,ippo,retraso
vecinos,2042,3,2045,9.90e-04,17.3,3527,93.98,199.18,55.66,129,-74743.9,-31.169,-71.695,2057,1478,574,7.147,2652,488.7,173.8,105,0.0,35,4,38,38,390.3,310.59,362.76,11.09,0.019,0,0.0,-0.0137,2.481,0.626,0.0101,0.1365,,,-737385.55,-375971.53,-748693.55,,,,ippo,retraso
vecinos,2042,4,2046,9.85e-04,15.9,3620,78.63,170.97,47.85,140,-64526.0,-26.908,-62.464,2075,1522,544,6.13,2800,455.1,160.7,27,0.0111,64,5,38,38,320.61,238.37,274.72,8.675,0.061,0,0.0,-0.0129,1.7237,0.5919,0.008,0.1082,,,-648067.81,-324363.49,-658055.81,,,,ippo,retraso
vecinos,2042,5,2047,9.80e-04,16.0,3620,73.38,178.5,45.54,134,-59009.8,-25.068,-65.828,2024,1467,553,6.682,2812,463.8,162.9,0,0.0,15,3,37,38,319.22,236.38,271.42,8.899,0.098,0,0.0,-0.0128,1.9104,0.5649,0.0096,0.1129,,,-666179.42,-296635.36,-670843.42,,,,ippo,retraso
vecinos,2042,6,2048,9.75e-04,16.4,3620,80.6,185.21,50.81,148,-64902.6,-28.048,-69.06,2007,1486,515,6.855,2787,475.6,167.8,0,0.0,0,0,32,37,312.8,229.68,260.73,8.745,0.104,0,0.0,-0.002,1.3699,0.5445,0.0043,0.05,,,-693012.91,-325614.42,-696962.91,,,,ippo,retraso
vecinos,2042,7,2049,9.70e-04,15.2,3620,74.05,160.28,47.02,129,-60051.9,-26.132,-59.956,2012,1524,482,5.8,2824,441.2,155.5,0,0.0025,10,2,36,37,303.19,220.23,250.25,8.198,0.084,0,0.0,-0.0096,1.5039,0.5028,0.0085,0.1045,,,-603160.51,-302110.75,-610462.51,,,,ippo,retraso
vecinos,2042,8,2050,9.65e-04,14.8,3620,67.45,154.53,45.04,122,-54652.1,-24.978,-60.42,1918,1456,455,5.606,2848,431.2,151.4,0,0.0,9,2,37,37,291.05,208.21,238.22,7.732,0.086,0,0.0,-0.0126,1.1408,0.4783,0.0096,0.1214,,,-579429.94,-274991.45,-583267.94,,,,ippo,retraso
vecinos,2042,9,2051,9.60e-04,15.4,3620,79.04,160.93,51.02,147,-65276.6,-28.883,-61.497,1997,1538,443,5.577,2792,442.8,156.6,0,0.0072,32,4,37,38,295.98,212.89,246.58,7.568,0.122,0,0.0,-0.0114,1.1165,0.4179,0.0078,0.0862,,,-614049.68,-327903.99,-622441.68,,,,ippo,retraso
vecinos,2042,10,2052,9.55e-04,14.7,3620,73.41,155.23,48.87,150,-60011.0,-27.377,-60.221,1949,1517,411,5.365,2823,434.5,153.2,0,0.0,0,0,33,37,283.82,201.05,226.66,7.169,0.176,0,0.0,-0.0081,1.0697,0.4416,0.0061,0.0751,137.58,74.14,-586856.62,-301865.47,-593626.62,137.58,141.15,139.365,ippo,retraso
vecinos,2042,11,2053,9.50e-04,15.3,3620,71.96,155.37,47.07,121,-58162.5,-26.082,-59.017,1977,1536,426,5.527,2832,434.5,153.0,0,0.0003,1,1,34,38,297.37,214.52,239.86,7.864,0.13,0,0.0,-0.0061,1.0392,0.3935,0.0076,0.0891,,,-583383.52,-292295.74,-588163.52,,,,ippo,retraso
vecinos,2042,12,2054,9.45e-04,14.8,3620,75.53,150.72,49.07,146,-62596.4,-27.87,-57.427,2007,1590,402,4.946,2805,427.9,151.2,0,0.0031,11,2,35,38,289.42,206.6,233.6,6.897,0.163,0,0.0,-0.0032,1.093,0.3781,0.0051,0.0602,,,-576279.25,-314920.28,-586695.25,,,,ippo,retraso
vecinos,2042,13,2055,9.40e-04,14.6,3620,77.61,146.04,51.04,158,-65126.9,-29.363,-56.833,1987,1576,390,4.61,2837,422.0,149.5,0,0.0056,30,6,37,38,279.57,196.59,223.32,6.241,0.184,0,0.0,-0.0085,1.416,0.3578,0.0068,0.0784,,,-564634.19,-327687.83,-577722.19,,,,ippo,retraso
vecinos,2042,14,2056,9.35e-04,14.7,3620,74.62,144.79,49.19,155,-62377.9,-28.174,-55.848,1996,1603,367,4.522,2811,418.0,147.8,0,0.0144,52,5,38,38,282.44,199.81,224.96,6.202,0.214,0,0.0,-0.0057,0.9637,0.3344,0.0074,0.0806,,,-557361.24,-313548.48,-570199.24,,,,ippo,retraso
vecinos,2042,15,2057,9.30e-04,14.4,3620,71.69,144.16,47.81,128,-59256.0,-27.058,-55.638,1976,1588,359,4.694,2836,417.3,147.2,0,0.0003,1,1,34,37,279.59,196.52,223.01,6.484,0.218,0,0.0,-0.0032,1.0047,0.3349,0.0053,0.0601,,,-549701.72,-297823.17,-557725.72,,,,ippo,retraso
vecinos,2042,16,2058,9.25e-04,15.0,3620,76.39,146.04,49.87,153,-65292.9,-29.227,-56.155,2030,1643,345,4.35,2808,419.4,148.4,0,0.01,53,6,38,38,281.33,198.55,224.87,6.046,0.252,0,0.0,-0.0051,1.4329,0.3313,0.0048,0.0614,,,-569969.08,-328149.44,-583301.08,,,,ippo,retraso
vecinos,2042,17,2059,9.20e-04,14.8,3620,74.31,146.04,49.05,133,-61974.0,-28.017,-56.163,1996,1606,363,4.656,2832,420.8,148.7,0,0.0003,1,1,34,38,285.14,202.25,229.86,6.719,0.175,0,0.0,0.0018,1.3598,0.3291,0.0053,0.0581,,,-560508.59,-311611.07,-568242.59,,,,ippo,retraso
vecinos,2042,18,2060,9.15e-04,14.4,3620,69.14,138.35,46.32,128,-57294.6,-26.282,-53.665,1966,1566,363,4.4,2867,408.8,144.0,0,0.0014,5,1,35,38,270.52,187.58,210.31,6.106,0.26,0,0.0,-0.0074,0.9564,0.3079,0.0084,0.0872,,,-527527.43,-288087.02,-535695.43,,,,ippo,retraso
vecinos,2042,19,2061,9.10e-04,16.7,3620,79.33,152.95,51.61,149,-66921.5,-29.876,-58.132,2036,1653,345,4.638,2797,430.5,152.3,0,0.015,54,6,38,38,299.05,216.02,251.12,6.644,0.196,0,0.0,-0.0054,0.9812,0.2736,0.0078,0.0686,,,-591780.05,-336300.17,-605104.05,,,,ippo,retraso
vecinos,2042,20,2062,9.05e-04,15.4,3620,71.05,134.14,47.6,133,-59189.6,-27.151,-52.032,1982,1606,333,4.166,2862,403.7,142.7,0,0.0025,9,2,37,38,269.76,187.04,210.44,5.908,0.235,0,0.0,-0.0033,0.8108,0.2932,0.0067,0.0714,143.43,80.79,-515632.91,-297642.73,-524984.91,143.43,147.54,145.485,ippo,retraso
vecinos,2042,21,2063,9.00e-04,14.6,3620,72.64,138.17,48.31,131,-60127.1,-27.38,-53.145,1991,1603,345,4.353,2859,409.3,144.5,0,0.0,0,0,30,37,279.18,196.43,226.82,6.211,0.198,0,0.0,-0.0027,0.7398,0.2948,0.0064,0.077,,,-529053.63,-302218.9,-537281.63,,,,ippo,retraso
vecinos,2042,22,2064,8.95e-04,15.1,3620,73.07,138.5,48.24,160,-61372.8,-27.771,-53.4,2004,1627,349,4.34,2834,409.9,145.0,0,0.0053,19,2,37,38,278.15,195.43,219.9,6.224,0.21,0,0.0,-0.0014,0.968,0.3012,0.0059,0.0652,,,-535066.74,-308442.74,-545886.74,,,,ippo,retraso
vecinos,2042,23,2065,8.90e-04,15.2,3620,70.72,137.96,47.66,141,-58785.6,-27.14,-53.787,1965,1596,340,4.293,2878,408.7,144.1,0,0.0019,7,1,36,38,279.5,196.53,225.3,6.208,0.2,0,0.0,-0.0086,0.8596,0.2922,0.007,0.0753,,,-528456.17,-295575.22,-538096.17,,,,ippo,retraso
vecinos,2042,24,2066,8.85e-04,14.9,3620,68.96,135.43,46.82,130,-57249.0,-26.603,-53.26,1947,1572,345,4.347,2872,406.0,143.1,0,0.0067,24,2,38,38,273.44,190.61,215.65,6.142,0.194,0,0.0,-0.0072,0.9118,0.2761,0.0067,0.0635,,,-518489.77,-288113.77,-527369.77,,,,ippo,retraso
vecinos,2042,25,2067,8.80e-04,15.0,3620,68.92,133.45,46.43,137,-57229.3,-26.397,-51.921,1968,1596,337,4.169,2880,402.9,142.1,0,0.0028,20,3,37,38,271.45,188.47,213.47,5.912,0.24,0,0.0,-0.0028,0.9086,0.2588,0.0054,0.0547,,,-510905.34,-287767.7,-520067.34,,,,ippo,retraso
vecinos,2042,26,2068,8.75e-04,15.1,3620,74.13,140.4,48.86,158,-62502.7,-28.231,-53.713,2022,1657,323,4.317,2838,412.3,145.9,0,0.0006,2,2,34,38,281.14,198.24,222.05,6.115,0.231,0,0.0,-0.0062,0.8139,0.2583,0.0085,0.0765,,,-543042.87,-314231.83,-553984.87,,,,ippo,retraso
vecinos,2042,27,2069,8.70e-04,15.0,3620,71.33,133.81,47.32,130,-59239.2,-26.927,-51.354,2002,1624,336,4.127,2861,403.5,142.6,0,0.0028,10,1,35,38,272.55,189.77,215.01,5.819,0.247,0,0.0,-0.0034,0.7977,0.2602,0.0045,0.05,,,-514058.19,-297933.06,-524946.19,,,,ippo,retraso
vecinos,2042,28,2070,8.65e-04,15.3,3620,75.28,139.8,50.22,145,-63767.4,-29.144,-54.592,1993,1621,331,4.07,2868,412.6,145.8,0,0.0044,16,1,37,37,275.52,192.4,215.5,5.577,0.241,0,0.0,-0.005,0.8584,0.2674,0.0059,0.068,,,-544012.54,-320704.86,-556716.54,,,,ippo,retraso
vecinos,2042,29,2071,8.60e-04,14.8,3620,64.13,132.26,43.38,130,-52471.0,-24.292,-51.4,1946,1550,359,4.373,2891,400.3,140.7,0,0.0,0,0,32,37,274.2,191.37,209.1,6.477,0.186,0,0.0,-0.0021,0.868,0.2934,0.0054,0.0622,,,-500119.05,-264230.21,-505747.05,,,,ippo,retraso
vecinos,2042,30,2072,8.55e-04,15.0,3620,70.18,131.38,46.85,135,-58929.5,-26.933,-50.958,1990,1615,332,4.035,2865,399.6,141.1,0,0.0022,8,2,35,38,273.92,190.96,213.48,5.892,0.2,0,0.0,-0.0063,1.0,0.2637,0.0051,0.0536,146.93,84.03,-507032.04,-296435.12,-517762.04,146.93,140.23,143.58,ippo,retraso
vecinos,2042,31,2073,8.50e-04,15.1,3620,68.56,131.04,45.2,162,-57520.5,-25.957,-50.076,2017,1640,336,4.075,2860,398.8,140.8,0,0.0031,11,1,38,38,273.6,190.69,213.39,5.942,0.242,0,0.0,-0.0066,0.8234,0.2458,0.0069,0.0622,,,-505013.59,-289524.57,-515597.59,,,,ippo,retraso
