variante,base,episodio,semilla,lr,segundos,vehiculos,espera_prom,timeloss_prom,cola_prom,cola_max,recompensa,recompensa_decision,recompensa_total_decision,decisiones,decisiones_libres,cambios_fase,paradas_prom,throughput,co2_prom,nox_prom,no_terminados,spillback_tasa,spillback_seg,spillback_eventos,cola_max_enlace,veh_max_enlace,viaje_corredor_prom,retraso_corredor_prom,retraso_corredor_punta,paradas_corredor,paradas_corredor_le1,spill_activaciones,spill_suma,perdida_politica,perdida_valor,entropia_libre,kl_aprox,clipfrac,eval_timeloss,eval_espera
vecinos,4042,1,4043,1.00e-03,9.1,2152,12.0,30.54,6.62,31,-5407.2,-2.384,-5.453,1898,1270,623,1.139,2084,273.8,94.1,0,0.0,0,0,8,11,177.07,45.36,48.69,1.696,0.409,0,0.0,-0.0132,0.0718,0.6791,0.0095,0.13,,
vecinos,4042,2,4044,9.95e-04,9.1,2152,11.02,28.82,6.12,30,-5001.5,-2.205,-5.134,1895,1264,625,1.057,2089,269.5,92.6,0,0.0,0,0,6,11,172.32,39.72,42.08,1.503,0.501,0,0.0,-0.0211,0.0416,0.6448,0.0106,0.1813,,
vecinos,4042,3,4045,9.90e-04,8.9,2152,9.65,27.0,5.3,27,-4250.2,-1.876,-4.709,1879,1227,649,1.0,2089,266.3,91.5,0,0.0,0,0,7,10,169.2,36.83,37.96,1.361,0.568,0,0.0,-0.0153,0.0375,0.5951,0.0115,0.1231,,
vecinos,4042,4,4046,9.85e-04,9.1,2152,9.0,25.69,4.89,20,-3883.8,-1.717,-4.461,1866,1194,668,0.964,2088,263.4,90.5,0,0.0,0,0,6,11,166.3,33.98,35.74,1.273,0.619,0,0.0,-0.0149,0.0323,0.5239,0.0146,0.1557,,
vecinos,4042,5,4047,9.80e-04,8.7,2152,8.59,25.16,4.53,20,-3580.8,-1.589,-4.3,1843,1149,689,0.933,2088,262.4,90.2,0,0.0,0,0,5,10,164.61,32.43,34.04,1.183,0.669,0,0.0,-0.0082,0.0265,0.482,0.0058,0.0838,,
vecinos,4042,6,4048,9.75e-04,8.7,2152,8.02,24.26,4.5,18,-3590.1,-1.585,-4.215,1859,1176,680,0.891,2092,260.3,89.5,0,0.0,0,0,6,9,163.45,31.29,33.11,1.12,0.705,0,0.0,-0.0118,0.0259,0.432,0.0059,0.0741,,
vecinos,4042,7,4049,9.70e-04,8.8,2152,8.28,24.4,4.22,17,-3367.1,-1.477,-4.035,1878,1199,675,0.877,2093,259.9,89.4,0,0.0,0,0,5,9,161.12,29.07,30.58,0.987,0.755,0,0.0,-0.0001,0.026,0.4189,0.0023,0.0294,,
vecinos,4042,8,4050,9.65e-04,8.6,2152,7.64,23.22,4.29,18,-3434.2,-1.52,-3.957,1882,1243,635,0.803,2093,256.8,88.4,0,0.0,0,0,6,8,160.34,28.55,30.03,0.957,0.782,0,0.0,-0.0017,0.0247,0.3956,0.0031,0.0429,,
vecinos,4042,9,4051,9.60e-04,8.6,2152,8.7,24.31,4.37,18,-3476.4,-1.541,-3.968,1884,1254,626,0.831,2092,258.3,89.0,0,0.0,0,0,6,9,159.4,27.85,29.64,0.892,0.828,0,0.0,-0.0044,0.0245,0.3401,0.0036,0.0479,,
vecinos,4042,10,4052,9.55e-04,9.0,2152,7.53,22.77,4.11,20,-3277.5,-1.453,-3.818,1884,1256,625,0.759,2094,255.1,87.8,0,0.0,0,0,4,10,158.15,26.44,27.44,0.798,0.866,0,0.0,-0.0027,0.0219,0.3182,0.0036,0.0429,21.42,7.04
vecinos,4042,11,4053,9.50e-04,8.9,2152,7.65,22.78,4.06,15,-3198.6,-1.418,-3.819,1880,1242,635,0.779,2093,254.9,87.8,0,0.0,0,0,4,8,158.39,26.24,27.5,0.824,0.857,0,0.0,-0.0013,0.0205,0.2754,0.0028,0.0348,,
